,Question,Theme,paragraph_id,Answer_text,Paragraph,Answer_start,index,Answer_possible
829,What is much like the neighboring languages?,Catalan_language,551,inflection of determinatives,"The inflection of determinatives is complex, specially because of the high number of elisions, but is similar to the neighboring languages. Catalan has more contractions of preposition + article than Spanish, like dels (""of + the [plural]""), but not as many as Italian (which has sul, col, nel, etc.).",4,829,True
830,What language does Catalan have more contractions than?,Catalan_language,551,Spanish,"The inflection of determinatives is complex, specially because of the high number of elisions, but is similar to the neighboring languages. Catalan has more contractions of preposition + article than Spanish, like dels (""of + the [plural]""), but not as many as Italian (which has sul, col, nel, etc.).",200,830,True
831,What has Central Catalan mostly abandoned?,Catalan_language,552,unstressed possessives,"Central Catalan has abandoned almost completely unstressed possessives (mon, etc.) in favour of constructions of article + stressed forms (el meu, etc.), a feature shared with Italian.",48,831,True
832,What other language shares this type of construction?,Catalan_language,552,Italian,"Central Catalan has abandoned almost completely unstressed possessives (mon, etc.) in favour of constructions of article + stressed forms (el meu, etc.), a feature shared with Italian.",176,832,True
833,What is this distinction similar to?,Catalan_language,554,all other Romance languages,"Catalan pronouns exhibit T–V distinction, like all other Romance languages (and most European languages, but not Modern English). This feature implies the use of a different set of second person pronouns for formality.",47,833,True
834,What do you not need to use in Catalan?,Catalan_language,555,passive voice,"This flexibility allows Catalan to use extraposition extensively, much more than French or Spanish. Thus, Catalan can have m'hi recomanaren (""they recommended me to him""), whereas in French one must say ils m'ont recommandé à lui, and Spanish me recomendaron a él. This allows the placement of almost any nominal term as a sentence topic, without having to use so often the passive voice (as in French or English), or identifying the direct object with a preposition (as in Spanish).",374,834,True
835,What plays a secondary part in Catalan?,Catalan_language,556,morphological alternations,"Like all the Romance languages, Catalan verbal inflection is more complex than the nominal. Suffixation is omnipresent, whereas morphological alternations play a secondary role. Vowel alternances are active, as well as infixation and suppletion. However, these are not as productive as in Spanish, and are mostly restricted to irregular verbs.",128,835,True
836,What is the Catalan verbal system common to?,Catalan_language,557,all Western Romance,"The Catalan verbal system is basically common to all Western Romance, except that most dialects have replaced the synthetic indicative perfect with a periphrastic form of anar (""to go"") + infinitive.",49,836,True
837,How are Catalan verbs grouped?,Catalan_language,558,into three conjugations,"Catalan verbs are traditionally divided into three conjugations, with vowel themes -a-, -e-, -i-, the last two being split into two subtypes. However, this division is mostly theoretical. Only the first conjugation is nowadays productive (with about 3500 common verbs), whereas the third (the subtype of servir, with about 700 common verbs) is semiproductive. The verbs of the second conjugation are fewer than 100, and it is not possible to create new ones, except by compounding.",40,837,True
838,Which conjugation has less than 100 verbs?,Catalan_language,558,second,"Catalan verbs are traditionally divided into three conjugations, with vowel themes -a-, -e-, -i-, the last two being split into two subtypes. However, this division is mostly theoretical. Only the first conjugation is nowadays productive (with about 3500 common verbs), whereas the third (the subtype of servir, with about 700 common verbs) is semiproductive. The verbs of the second conjugation are fewer than 100, and it is not possible to create new ones, except by compounding.",377,838,True
839,What is Spain thinking of doing to the two surnames?,Catalan_language,559,joining both surnames,"In Spain, every person officially has two surnames, one of which is the father's first surname and the other is the mother's first surname. The law contemplates the possibility of joining both surnames with the Catalan conjunction i (""and"").",180,839,True
840,What is the last step in paper production?,Paper,560,drying,"Paper is a thin material produced by pressing together moist fibres of cellulose pulp derived from wood, rags or grasses, and drying them into flexible sheets. It is a versatile material with many uses, including writing, printing, packaging, cleaning, and a number of industrial and construction processes.",126,840,True
841,What country is leading in production of paper?,Paper,561,China,"The pulp papermaking process is said to have been developed in China during the early 2nd century AD, possibly as early as the year 105 A.D., by the Han court eunuch Cai Lun, although the earliest archaeological fragments of paper derive from the 2nd century BC in China. The modern pulp and paper industry is global, with China leading its production and the United States right behind it.",63,841,True
842,Which court eunuch was associated with the papermaking process?,Paper,561,Cai Lun,"The pulp papermaking process is said to have been developed in China during the early 2nd century AD, possibly as early as the year 105 A.D., by the Han court eunuch Cai Lun, although the earliest archaeological fragments of paper derive from the 2nd century BC in China. The modern pulp and paper industry is global, with China leading its production and the United States right behind it.",166,842,True
843,What material did paper replace upon its invention?,Paper,562,silk,"The oldest known archaeological fragments of the immediate precursor to modern paper, date to the 2nd century BC in China. The pulp papermaking process is ascribed to Cai Lun, a 2nd-century AD Han court eunuch. With paper as an effective substitute for silk in many applications, China could export silk in greater quantity, contributing to a Golden Age.",253,843,True
844,In which century did the process become much cheaper than before?,Paper,563,19th,"Its knowledge and uses spread from China through the Middle East to medieval Europe in the 13th century, where the first water powered paper mills were built. Because of paper's introduction to the West through the city of Baghdad, it was first called bagdatikos. In the 19th century, industrial manufacture greatly lowered its cost, enabling mass exchange of information and contributing to significant cultural shifts. In 1844, the Canadian inventor Charles Fenerty and the German F. G. Keller independently developed processes for pulping wood fibres.",271,844,True
